סמל מוסד,שם מוסד,שם מנהל
521476,"אולפנת בנ""ע שירת הים",אביגיל גולדשטין
521898,המרכז לעיצוב ולטכנול,יוכבד יוכי פנחסי אדיב
521971,תלמוד תורה מרכז העיר,דוד אנסבכר
522177,נחלת ירושלים,חיה צינא קוגלמן
522235,נחלת ירושלים,אסתר רוזנפלד רייכמאן
522367,אלאהליה אלשאמלה קלנס,מאמון אבו אל היגא
522441,אלפקיה,רובא מומני
522482,אלמג'ד,אשרף אבו אל ואליה
523183,"ת""ת חיי עולם",ישראל-ברוך חג'בי
523431,שבילי התורה,משה יעקב ברמן
524157,זיו אור רמלה,ישעיהו איסר שפריי
525089,אהל שרה מרכז שלמה,יונית אסנת וינר
525113,גשרים אוהל שרה,חיה יהודית שטיינמץ
525915,ונצואלה,רונה דולמן
525923,תיכונית רעים,טירונש זיסנו גולדשמיט
526889,בית אקשטיין רמת גן,טליה זלינגר ברזלי
526921,שחר,יוסי אברהם
526970,אפיק,זהבית מאיה הרשקו
530014,הדר ישראל,יוסף שוקרון
530022,פאר מנחם,דב סגל
530030,מקור חכמה,אהרן זאב דרוק
530048,"אמי""ת אורגד",רונית שמחה קרן
530337,"ממ""ד קרליבך",תאיר חן ויצמן
530394,דרויינוב,נתלי גינדס
530402,גבעון,ספיר אזולאי טול
530535,כוכב הצפון,נעמה סקלי
530683,מפתן הרצליה,אמתי ליפסמה
530717,לאה גולדברג,יפעת שטיינר
530741,בית שי,ישראל ביננפלד
531905,הר נבו,אורי שור
533208,"עירוני כ""ח- רוז מצקין",אלירן עזרא
539916,צוקי אביב,דפנה מיכל יבין-רכס
540005,בנות ציון,מתנה שלום
540021,תיכון תלמה ילין,דן שגיב
540039,עירוני ראשית בנות,מיכל פלג
540047,משכנות אברהם,נחוניה חיים ניסן
540062,גמנסיה עברית הרצליה,זאב דגני
540070,"תיכון חדש ע""ש רבין",עינב כהן
540088,עירוני י' אליאנס,יניב בכר
540112,עירוני א' לאמנויות,יפעת בירנבוים
540120,עירוני תורני ב' ג',רבקה אילוז
540138,מעייני הישועה,טובה אסתר אופנהימר
540146,עירוני ד',אורי בנימין לס
540153,עירוני ה',לימור מילר
540161,עירוני ו' מקיף,גלאל טוחי
540179,קרית חינוך יפו,עינת גבע
540187,תיכון ראשית עירוני ח,ארז יוסף זדה
540195,עירוני ט',רונן רפאל
540203,תיכון אהל שם,ישראל וילוז'ני
540211,"עירוני ע""ש בליך",הילה זגזג-רומש
540237,תיכון בית יעקב,משה לוסטיג
540245,תורה ודעת,אריה זאב קאופמן
540252,"אולפנת הרא""ה תורני מדעי",ישראל איסר שפירא
540278,מקור ברוך,הרצקע שובקס
540286,תיכון עש יצחק בן צבי,מרגלית גלית לוי
540294,עירוני עש פנחס אילון,סהר גולן
540302,"חמ""ד תיכון יבנה אולפנת חולון",רווית זר
540310,מקיף שש שנתי קוגל,סמדר חדאד
540328,עירוני כללי הראשונים,סיגלית דוד
540344,"תיכון ע""ש קלעי",ענת ג'קסון
540351,עירוני א' חשמונאים,רחל ביטון
540369,בית ספר בית וגן דרכא,רחל יפית רביבו
540377,עירוני כללי,דרור יששכר
540385,אולפנת צביה בני ברק,לירן צבר
540393,מוסדות חנוך אור חיים,נאוה שרשבסקי
540401,סמינר וולף,שלמה וולף
540427,שתילים,נתן צבי פינקל
540435,"חט""ב זלמן ארן",חגית כראדי גואטה
540443,גמנסיה מודיעים,סימה מאור
540450,הייטק היי,רונה הרפז
540468,מקיף חדש,שאדי חישמה
540476,ישיבת הרב עמיאל,ארקדי בקרמן
540484,ישיבה תכונית בר אילן,בנימין זנויל פרל
540492,עירוני מקיף רמות,חגית איזאק
540500,"ע""ש יצחק נבון מודיעין",ענבל לוי
540526,ישיבת בית מדרש עליון,ירחמיאל אונגרישער
540534,"תיכון איתן ע""ש רפאל איתן",נועה אבניאל בר-און
540542,אולפנית הדר גנים,גפנית גרין
540567,ראס אל עמוד לבנים,שדא מחמוד
540591,תיכון שמעון בן צבי,שלומית דבדבני
540609,ישיבת סלבודקה,יצחק שורץ
540617,"חט""ב מוקייבלה",תאייד אל ג'מאל
540674,"ישיבת ב""ע אדרת",איתן גמליאל
540708,באר אברהם,אברהם לידר
540807,אנקורי,סיון ליפשיץ
540849,"ישיבה תיכונית בנ""ע קרית הרצוג",משה לייב ליקסנברג
540856,תיכון בית יעקב וזניץ,יקותיאל צבי שטרן
540864,מקיף שש שנתי הרצוג,רועי יחזקאל
540898,"אולפנית בנ""ע תל אביב",שקד מירוויס
540930,תיכון חסידי בית יעקב,פסיה אידלס
540963,ישיבת אמרי אמת,אברהם מרדכי טרויבע
540971,ישיבת בית ישראל,זליג ליב ברברמן
540989,מוסדות חסידי בעלזא,ראובן ברייש
541037,בן גוריון,ענת פרי
541045,"מקיף ע""ש יגאל אלון",אנדראה קליסקי
541052,ישיבת קרלין סטולין,יחיאל מיכל רוזנקרנץ
541060,תיכון בית מלכה,קריינדי שטערנליכט
541086,ישיבת בית מאיר,מיכאל סבן
541094,נזר שראל,מנחם מאיר אופנהיים
541102,ישיבת אור גאון,אהרן גבאי
541110,מקיף שש שנתי ק. שרת,אורן קמינצקי
541128,מרכז מוסדות נדבורנה,דוד קרוזר
541144,קנייני התורה,שאול כלאב מועלם
541151,ישיבת ויזניץ,מנחם ארנסטר
541169,מקיף היובל,עפר משה אילות
541177,ישיבת מגן הילד,שלום קאיקוב
541185,ישיבת תפארת משה,אמנון סבאג
541201,ישיבת חזון נחום,נחמן יוסף וילהלם
541219,ישיבת מאור ישראל,יהודה כהן
541235,בית יעקב חסידי,מרים צפורה פנסטר
541243,ישיבת ברכת אפרים,בצלאל פנחסי
541268,תיכון אלון,עירן ירושלמי
541284,ישיבת גאון צבי,נחמיה הורביץ
541334,ישיבת תפארת-מרדכי,יאיר שלמה זקש
541367,מקיף לאורו נלך,גולן כהן
541391,ישיבת זכרון דוד,מנשה נגר
541409,חכמת שלמה,בנימין בירנבוים
541441,ישיבה קטנה למצויינים,איתמר דרבקין
541458,ישיבת כנסת יששכר,אברהם ישעיהו גולדשטוף
541466,שירת חנה,דבורה כהן
541474,סמינר הרב מאיר,רחל דינר
541482,סמינר אלקיים,מזל טוב אלקיים
541490,סמינר תהילה,משה אואקנין
541508,סמינר כהנא,אליעזר כהנא
541532,תיכון טומשין חולון,איתי (משה) רוטברט
541565,ישיבת בית מנחם,לוי יצחק רוזנברג
541581,הפתוח הדמוקרטי,תומר פרידמן שיינפיין
541599,שיח יצחק,יעקב משה שבקס
541631,ישיבת חסידי דאראג,אהרן פרידמן
541656,אור חנה,לאה אשכנזי
541672,ישיבה לצעירים,משה פרומר
541680,אורט עטרת רחל,צביה בוכריץ
541722,ישיבת משכן התורה,יעקב פוליקמן
541748,ישיבת אורחות תורה,יוסף חזקיהו מישקובסקי
541771,אור אברהם,לוי פנחסי
541789,אהל חנה,עליזה ביטון
541805,מרום,אסתר עובדיה
541839,שער שמעון,הודיה מזיאנה בוכריס
541847,ישיבת חזון נחום,שלמה זכריה קוסטליץ
541854,ישיבת חזון נחום,שלמה זכריה קוסטליץ
541862,אמונה אולפנית טכנולוגית,מיכל פרנק
541896,ישיבת פוניבז',ראובן קורלנדסקי
541912,מוסדות תורה ושלום,אלחנן חדד
541920,"תיכון ב""י בית דוד",לאה קראמר
541979,תיכון יעדים,גיל יאיר
541987,ישיבת חכמי לובלין,אברהם עוזר
542027,תיכון בית יעקב,אסתר ליכטיג
542035,"מוזות-בי""ס תיכון לאומניות",ורד ניצני קוזוקרו
542050,חכמת שלמה דבאבוב,יוסף יצחק פרנס
542076,תיכון ז'קלין כהנוב,יעל שמבורסקי
542084,ישיבת דברי מרדכי,יעקב יוסף מן
542092,ריימונד לאוואן,רות בן סמיאן
542282,חטב שזר,שושנה גרגי
544056,"ממ""ד לטכנולוגיה ולאומנויות",תמר פרידמן
544072,חטב עלומים,אורלי איבי בן-אדרת
544080,"חט""ב ע""ש קלמן",אורית רוגובסקי
544122,יד-גיורא,רונית כהן
544130,שמואל הנגיד,מרב עקיבא
544148,רעות,סמדר נחמיאס
544155,"חט""ב בן צבי",ורד אלבז
544163,"חט""ב גורדון",ענבל ברגר מישר
544171,זאב זבוטינסקי,עמית שמעון יצחאיק
544189,ישיבת נתיבות חיים,רפאל אלקרייף (חריף)
544197,ישיבת משך חוכמה,אפרים מילר
544205,ישיבת זכרון סיני,משה אלעזר וולף
544239,ישיבת אלכסנדר,ירחמיאל מושקוביץ
544247,ישיבת בית יוסף,ברוך ויסבקר
544270,ישיבת בית שפירא,דוד שלום קרישטל
544288,סמדר,רבקה שמש
544312,אולפנת צביה הרצליה,מיכל דבורה נחשון
544338,"חט""ב אלתרמן",ג'ני קגן
544346,ישיבת דרכי משה-אברהם,חיים שינקר
544353,מקיף אפרים קציר,איל ללוש
544361,ישיבת אבשלום,אברהם ישעיהו מלק
544379,ישיבת תפארת ציון,אהרן הוניגסברג
544387,ישיבת פאר משה,משה פינטו
544395,עתיד רזיאל,שירלי ערמון
544478,נתיבות רבקה,מירי פלד
544494,ישיבה תיכונית בנים,פתחיה ישראל זיו-אור
544528,"מקיף ע""ש יצחק נבון",עטרת אתי עבודי
544577,"חט""ב עירוני ב-ג בנות",אביבה איטח
544593,"עתידים ע""ש מ. אלישיב",מרק בבוט
544619,"בי""ס לאמנויות",ורד בן מאיר
544627,ביס לטבע סביבה וחברה,שרון מיכאלי רמון
544668,אולפנת צביה בת ים,ידידיה זיו
544676,"חט""ב רבין אזור",פנינה באקבה דוקטור
544692,"ק.חינוך בנ""ע חולון",דוד בן זמרה
547042,תיכון טרה סנטה יפו,גוליית חליל
548016,עירוני יב',אוסאמה עראר
548024,תיכון פרר,סילבה גוגאסיאן
548032,מרכז חינוך יפו,אהרן אלון שלום
548040,תיכון סנט מיכאל,מנאל חורי
548404,אג'יאל,חאלד שקרא
550004,רגבים בנגב,יוסף בוסקילה
560045,בית יעקב החדש,רות פנחסי
560094,תיכון תל אביב,שושנה גרבוז
560110,קהילה,"יעל ס""ט-רשף"
560136,זומר,טטיאנה פלר קוסקין
560219,סמינר גור בית שמש,אסתר רוטנברג
560268,סמינר ב.יעקב תל ציון,גבריאל קוסבר
560300,בית יעקב דרכי רחל,שולמית קראוס
560326,ישיבת כנסת שלמה,יצחק דורון נמטובסקי
560342,סמינר תורני בית יעקב,יוכבד חדוה גברא
560359,סמינר ב.יעקב אור שרה,יוכבד רוזנטל
560417,יעלת חן -חסידי לבנות,אורה רבקה וינגורט
560433,שערי תלמוד,שמעון סירוטה
560441,חדוות התורה-ישיבת אמ,דוד ויזל
560482,תיכון אלמעאלי,חאתם דהאמשה
560508,אולפנת אוריה,יונת למברגר
560516,אולפנת צביה תאיר בית אל,מירב אסתר רוזנברג
560524,ישיבת דרך אמונה,ראובן רועי והב
560532,לדעת חכמה,מרים ברורמן
560557,ישיבת כנסת מרדכי,יצחק כהנא
560573,בית עזריה,פיגה רחל פאשקעס
560581,סמינר חסידי ירושלים,מרים רבקה ברנדר
560607,ישיבת חמד,מרדכי דרורי
560664,מוסדות שפע חיים צאנז,מאיר צבי בלומנטל
560680,אורות התלמוד,נפתלי צבי אייזנשטיין
560706,ישיבת תורת שלמה י-ם,מאיר גולדמן
560722,על יסודי רב נתיבי,ג'האן מנצור אבו חוף
566851,מורשה,אסתר בר לב
566885,גולדטק,בתיה יפת
566893,"קמפוס עולם ע""ש שטקליס",זיו טוקנדר אלמוג
566901,"תעופה וחלל ע""ש אלתרמן",ענבל שרף
566919,יצחק נבון,רחל אדרי
566943,דרכים,חנית זלדיס
570036,"עמל ליידי דייויס ת""א",נוה רובין
